HospitalCode,TypeDescription,Age,ServiceSupport,AssetCondition,ServiceIntention,FrequencyMaintenanceRequirement,MaintenanceComplexity,TotalDowntime,AlternativeBackup,Operations,MaintenanceCost,Make,Model,Manufacturer,Brand,PurchaseDate,MonthsToFailure,FailureClass
PRK333,Radiographic System,10,1,0,1,1,1,576.44,0,2,716.77,Germany,Somatom #776,Siemens Healthineers,Siemens,2003-04-12,12,2
PRK320,Sphygmomanometers,3,0,0,1,1,1,34.4,0,2,14496.69,Japan,HEM-907 #556,Omron Healthcare Co Ltd,Omron,2004-08-22,28,2
PRK358,Infusion Pump,21,0,2,2,1,1,1156.1,0,2,45.71,Germany,Infusomat Space #804,B. Braun Melsungen AG,Infusomat,2010-06-23,19,2
PRK320,Physiologic Monitoring System,6,0,0,1,2,1,602.44,0,2,1969.28,Japan,Life Scope #249,Nihon Kohden Corp,Nihon Kohden,2001-01-28,32,3
PRK360,Physiologic Monitoring System,23,1,0,1,1,1,179.44,0,2,6946.72,Netherlands,IntelliVue #774,Koninklijke Philips N.V.,Philips,2009-04-14,7,2
PRK358,Physiologic Monitoring System,20,1,0,1,2,1,52.5,0,2,622.71,USA,CARESCAPE #387,GE Healthcare,GE,2004-03-18,15,2
PRK319,Infusion Pump,8,1,0,2,2,1,8.84,0,2,389.24,Germany,Infusomat Space #147,B. Braun Melsungen AG,Infusomat,2016-02-27,19,2
PRK320,Infusion Pump,10,1,0,2,1,1,17.54,0,2,681.69,Ireland,Alaris GP #745,Medtronic,Alaris,2012-12-22,33,2
PRK350,Infusion Pump,17,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #873,Baxter Healthcare Corp,Sigma,2007-07-02,,1
PRK312,Physiologic Monitoring System,3,0,0,1,1,1,7.29,1,2,414.61,Netherlands,IntelliVue #254,Koninklijke Philips N.V.,Philips,2007-09-19,47,2
PRK342,Radiographic System,6,1,0,1,1,1,0.0,0,2,33701.59,Japan,Aquilion #32,Canon Inc (Toshiba Medical),Canon,2017-08-28,36,2
PRK311,Physiologic Monitoring System,23,0,0,1,1,1,98.17,0,2,497.06,USA,CARESCAPE #851,GE Healthcare,GE,2002-06-27,9,2
PRK319,Physiologic Monitoring System,16,1,1,1,2,1,0.0,1,2,0.0,USA,CARESCAPE #550,GE Healthcare,GE,1998-11-19,,1
PRK333,Radiographic System,7,0,0,1,1,1,22.68,0,2,77.75,Germany,Somatom #453,Siemens Healthineers,Siemens,2009-08-25,49,2
PRK342,Physiologic Monitoring System,10,1,0,1,1,1,12.7,0,2,1688.05,Japan,Life Scope #273,Nihon Kohden Corp,Nihon Kohden,1999-03-28,6,2
PRK342,Infusion Pump,5,1,0,2,1,1,752.03,1,2,58.77,Germany,Infusomat Space #991,B. Braun Melsungen AG,Infusomat,2002-09-29,53,2
PRK341,Defibrillator,7,0,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #287,Physio-Control Inc,Lifepak,2013-11-10,,1
PRK319,Infusion Pump,13,1,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #609,Medtronic,Alaris,2001-03-25,,1
PRK330,Infusion Pump,7,0,0,2,2,1,155.2,0,2,703.42,Germany,Infusomat Space #218,B. Braun Melsungen AG,Infusomat,2010-06-07,8,2
PRK319,Infusion Pump,14,1,0,2,1,1,0.54,0,2,0.0,Ireland,Alaris GP #160,Medtronic,Alaris,1997-09-19,22,2
PRK319,Sphygmomanometers,3,1,0,1,1,1,17.22,0,1,0.0,Japan,HEM-907 #467,Omron Healthcare Co Ltd,Omron,2002-05-17,13,2
PRK320,Infusion Pump,13,1,0,2,1,1,121.94,0,2,193.61,USA,Sigma Spectrum #748,Baxter Healthcare Corp,Sigma,2013-02-23,9,3
PRK341,Infusion Pump,4,0,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #50,Medtronic,Alaris,2012-11-05,,1
PRK319,Infusion Pump,8,1,0,2,1,1,33.39,0,2,3119.29,USA,Sigma Spectrum #610,Baxter Healthcare Corp,Sigma,2012-03-21,35,2
PRK300,Infusion Pump,5,0,0,2,1,1,0.0,1,1,0.0,USA,Sigma Spectrum #214,Baxter Healthcare Corp,Sigma,2014-06-07,,1
PRK342,Infusion Pump,13,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #119,Medtronic,Alaris,2015-07-14,,1
PRK300,Physiologic Monitoring System,3,1,0,1,1,1,7.79,1,2,17794.09,Netherlands,IntelliVue #968,Koninklijke Philips N.V.,Philips,2009-04-22,43,2
PRK360,Defibrillator,14,1,0,3,2,1,283.91,1,2,754.92,USA,Lifepak 20e #69,Physio-Control Inc,Lifepak,2009-10-13,9,3
PRK320,Infusion Pump,9,0,0,2,1,1,4.37,0,2,23092.0,USA,Sigma Spectrum #167,Baxter Healthcare Corp,Sigma,2006-07-01,46,2
PRK300,Infusion Pump,7,1,0,2,1,1,193.37,1,2,18642.19,Germany,Infusomat Space #824,B. Braun Melsungen AG,Infusomat,2017-06-23,20,2
PRK358,Infusion Pump,5,0,0,2,1,1,156.26,1,2,0.0,Germany,Infusomat Space #109,B. Braun Melsungen AG,Infusomat,2010-01-04,22,2
PRK341,Infusion Pump,6,1,0,2,2,1,1461.0,0,2,86.43,USA,Sigma Spectrum #487,Baxter Healthcare Corp,Sigma,2004-08-07,21,2
PRK358,Physiologic Monitoring System,19,1,0,1,1,1,115.16,0,2,0.0,USA,CARESCAPE #302,GE Healthcare,GE,2016-05-15,20,2
PRK330,Physiologic Monitoring System,5,1,0,1,1,1,35.83,0,2,1117.79,USA,CARESCAPE #693,GE Healthcare,GE,2020-10-06,16,3
PRK320,Physiologic Monitoring System,19,1,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #874,GE Healthcare,GE,2017-01-23,,1
PRK341,Infusion Pump,24,1,2,2,1,1,2562.38,0,2,67968.17,Germany,Infusomat Space #500,B. Braun Melsungen AG,Infusomat,2007-02-03,10,2
PRK330,Physiologic Monitoring System,7,0,0,1,1,1,61.14,0,2,2924.53,Netherlands,IntelliVue #150,Koninklijke Philips N.V.,Philips,1995-03-16,16,3
PRK340,Infusion Pump,2,1,0,2,1,1,37.16,0,2,42.94,Germany,Infusomat Space #827,B. Braun Melsungen AG,Infusomat,2008-05-13,11,2
PRK319,Infusion Pump,16,1,0,2,1,1,48.55,0,1,1706.35,Ireland,Alaris GP #829,Medtronic,Alaris,2002-12-25,15,3
PRK320,Sphygmomanometers,16,0,0,1,1,1,128.55,0,2,757.35,USA,DS66 #161,Welch Allyn Inc,Welch Allyn,2009-11-25,24,2
PRK300,Physiologic Monitoring System,20,1,1,1,1,1,27.72,0,2,1846.98,Netherlands,IntelliVue #40,Koninklijke Philips N.V.,Philips,2005-02-19,21,2
PRK350,Defibrillator,8,1,0,3,1,1,8.5,1,2,456.52,USA,Lifepak 20e #111,Physio-Control Inc,Lifepak,2017-04-14,21,2
PRK320,Defibrillator,11,0,0,3,1,1,16.31,1,2,37.0,USA,Lifepak 20e #420,Physio-Control Inc,Lifepak,2006-03-21,17,3
PRK360,Physiologic Monitoring System,6,0,0,1,1,1,11.1,1,2,7701.15,Netherlands,IntelliVue #389,Koninklijke Philips N.V.,Philips,2012-11-18,42,2
PRK319,Sphygmomanometers,6,0,0,1,1,1,41.42,0,2,41962.89,Japan,HEM-907 #942,Omron Healthcare Co Ltd,Omron,2017-06-05,37,2
PRK333,Infusion Pump,10,1,0,2,1,1,18.09,0,2,257.75,Ireland,Alaris GP #519,Medtronic,Alaris,2013-02-24,38,3
PRK319,Infusion Pump,17,1,1,2,1,1,39.53,1,2,487.51,Germany,Infusomat Space #993,B. Braun Melsungen AG,Infusomat,2009-03-07,29,2
PRK342,Infusion Pump,15,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #619,Baxter Healthcare Corp,Sigma,2019-01-20,,1
PRK350,Infusion Pump,9,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #987,Medtronic,Alaris,2018-07-08,,1
PRK333,Infusion Pump,18,1,0,2,2,1,9.64,0,2,4782.39,Germany,Infusomat Space #236,B. Braun Melsungen AG,Infusomat,2007-01-29,25,3
PRK320,Infusion Pump,3,0,0,2,1,1,1170.49,0,2,570.74,Ireland,Alaris GP #740,Medtronic,Alaris,2004-02-04,53,2
PRK342,Physiologic Monitoring System,30,1,0,1,1,1,0.0,0,2,104.05,USA,CARESCAPE #757,GE Healthcare,GE,2003-03-20,6,3
PRK312,Ventilator,3,0,0,3,1,1,144.19,0,2,175.91,UK,Blease 8200p #845,Blease Medical Equipment Ltd,Blease,2009-10-18,27,2
PRK341,Physiologic Monitoring System,8,1,0,1,1,1,0.0,1,2,0.0,USA,CARESCAPE #734,GE Healthcare,GE,2011-01-01,,1
PRK342,Infusion Pump,10,1,0,2,1,1,7.07,0,1,720.55,USA,Sigma Spectrum #297,Baxter Healthcare Corp,Sigma,2011-10-31,19,2
PRK319,Physiologic Monitoring System,11,0,0,1,1,1,19.09,0,2,47.74,Japan,Life Scope #490,Nihon Kohden Corp,Nihon Kohden,2004-01-25,22,2
PRK341,Infusion Pump,17,1,1,2,2,1,23.3,0,2,1044.81,Germany,Infusomat Space #317,B. Braun Melsungen AG,Infusomat,2015-04-07,25,2
PRK342,Infusion Pump,4,0,0,2,1,1,4.23,0,2,4.16,Germany,Infusomat Space #472,B. Braun Melsungen AG,Infusomat,2003-12-23,42,2
PRK311,Infusion Pump,11,1,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #524,B. Braun Melsungen AG,Infusomat,1993-10-11,,1
PRK320,Infusion Pump,14,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #717,Baxter Healthcare Corp,Sigma,2014-09-22,,1
PRK330,Infusion Pump,19,1,0,2,1,1,0.0,0,1,0.0,Germany,Infusomat Space #182,B. Braun Melsungen AG,Infusomat,2008-08-05,,1
PRK342,Ventilator,7,1,0,3,1,1,0.0,0,2,0.0,USA,Carestation 650 #996,Datex-Ohmeda Inc,Carestation,2006-10-01,,1
PRK340,Physiologic Monitoring System,10,0,0,1,1,1,761.06,1,2,242.03,Netherlands,IntelliVue #335,Koninklijke Philips N.V.,Philips,2007-07-01,37,2
PRK330,Physiologic Monitoring System,9,1,0,1,2,1,9.99,1,2,266.17,Netherlands,IntelliVue #378,Koninklijke Philips N.V.,Philips,2019-03-21,13,2
PRK319,Infusion Pump,14,1,0,2,1,1,58.28,0,2,368.15,USA,Sigma Spectrum #544,Baxter Healthcare Corp,Sigma,2015-05-31,21,2
PRK300,Ventilator,14,1,0,3,1,1,26.73,0,2,481.68,UK,Blease 8200p #274,Blease Medical Equipment Ltd,Blease,1995-04-13,13,2
PRK300,Physiologic Monitoring System,7,0,0,1,1,1,292.17,1,2,201.52,Netherlands,IntelliVue #425,Koninklijke Philips N.V.,Philips,2018-06-23,45,2
PRK319,Infusion Pump,9,1,0,2,1,1,127.3,0,1,1198.48,USA,Sigma Spectrum #480,Baxter Healthcare Corp,Sigma,2013-11-21,25,3
PRK311,Physiologic Monitoring System,9,1,0,1,1,1,1094.85,0,2,21451.17,Japan,Life Scope #46,Nihon Kohden Corp,Nihon Kohden,2015-08-04,12,2
PRK311,Infusion Pump,4,0,0,2,1,1,79.15,0,2,1936.16,Ireland,Alaris GP #246,Medtronic,Alaris,2014-09-25,35,2
PRK341,Infusion Pump,11,1,0,2,1,1,241.67,0,2,429.74,Ireland,Alaris GP #25,Medtronic,Alaris,2018-10-20,38,2
PRK341,Infusion Pump,11,0,0,2,1,1,17.14,0,2,0.0,Germany,Infusomat Space #60,B. Braun Melsungen AG,Infusomat,2017-06-30,39,2
PRK300,Infusion Pump,4,0,0,2,1,1,3.9,0,2,9340.62,USA,Sigma Spectrum #974,Baxter Healthcare Corp,Sigma,2019-09-24,12,3
PRK341,Infusion Pump,12,1,0,2,1,1,182.72,0,2,5055.5,Germany,Infusomat Space #952,B. Braun Melsungen AG,Infusomat,1998-08-25,17,2
PRK311,Infusion Pump,30,1,0,2,1,1,71.31,0,2,1732.11,Germany,Infusomat Space #494,B. Braun Melsungen AG,Infusomat,2017-03-30,3,2
PRK326,Infusion Pump,5,0,1,2,1,1,0.0,0,1,0.0,Germany,Infusomat Space #352,B. Braun Melsungen AG,Infusomat,2015-10-28,,1
PRK360,Sphygmomanometers,4,0,0,1,1,1,697.74,0,2,3077.57,Malaysia,MV-BP100 #605,Med-Vantage Sdn Bhd,MedVantage,2020-10-18,22,2
PRK333,Infusion Pump,14,1,1,2,1,1,100.06,1,2,9897.26,Germany,Infusomat Space #510,B. Braun Melsungen AG,Infusomat,2006-01-11,23,2
PRK300,Infusion Pump,7,0,0,2,1,1,243.02,0,1,138.33,Germany,Infusomat Space #872,B. Braun Melsungen AG,Infusomat,2017-01-16,19,3
PRK320,Infusion Pump,17,1,0,2,1,1,343.45,0,2,480.0,Germany,Infusomat Space #103,B. Braun Melsungen AG,Infusomat,2014-03-18,6,3
PRK341,Defibrillator,8,1,0,3,1,1,41.87,0,2,5367.53,Netherlands,HeartStart XL #964,Koninklijke Philips N.V.,HeartStart,2009-02-18,27,2
PRK319,Physiologic Monitoring System,6,1,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #735,GE Healthcare,GE,2002-10-28,,1
PRK360,Defibrillator,8,1,0,3,1,1,0.0,0,1,0.0,USA,Lifepak 20e #942,Physio-Control Inc,Lifepak,2014-03-20,,1
PRK330,Infusion Pump,14,0,0,2,1,1,109.38,0,2,4979.55,Germany,Infusomat Space #480,B. Braun Melsungen AG,Infusomat,2009-01-01,7,2
PRK300,Infusion Pump,13,1,0,2,1,1,91.55,0,2,76.97,Ireland,Alaris GP #721,Medtronic,Alaris,2014-11-17,31,3
PRK340,Physiologic Monitoring System,3,0,0,1,1,1,9.3,1,2,5898.01,Japan,Life Scope #178,Nihon Kohden Corp,Nihon Kohden,2016-11-28,8,2
PRK342,Infusion Pump,14,1,1,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #770,Baxter Healthcare Corp,Sigma,2012-05-30,,1
PRK330,Ventilator,9,1,0,3,1,1,97.54,1,2,288.27,USA,Smartvent 7900 #264,Datex-Ohmeda Inc,Smartvent,2013-04-09,10,3
PRK358,Defibrillator,10,1,0,3,1,1,10.12,0,2,0.0,USA,Lifepak 20e #9,Physio-Control Inc,Lifepak,2001-12-29,35,3
PRK358,Infusion Pump,12,1,0,2,1,1,206.39,0,2,231.73,USA,Sigma Spectrum #615,Baxter Healthcare Corp,Sigma,1998-03-27,35,2
PRK311,Sphygmomanometers,4,1,2,1,2,1,34.47,0,1,2476.85,USA,DS66 #273,Welch Allyn Inc,Welch Allyn,2003-05-10,45,2
PRK300,Physiologic Monitoring System,3,0,0,1,1,1,0.0,1,2,0.0,Japan,Life Scope #861,Nihon Kohden Corp,Nihon Kohden,2020-08-28,,1
PRK319,Infusion Pump,3,1,0,2,1,1,21.27,0,2,380.32,Ireland,Alaris GP #207,Medtronic,Alaris,2017-11-02,8,2
PRK341,Infusion Pump,16,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #108,Baxter Healthcare Corp,Sigma,2014-05-24,,1
PRK341,Infusion Pump,16,1,0,2,1,1,10.85,1,2,1873.93,USA,Sigma Spectrum #302,Baxter Healthcare Corp,Sigma,2014-11-09,18,3
PRK319,Ventilator,1,1,0,3,1,1,4243.29,0,2,56.54,UK,Blease 8200p #189,Blease Medical Equipment Ltd,Blease,2011-04-07,26,2
PRK360,Infusion Pump,9,1,0,2,1,1,129.02,0,2,8254.33,Ireland,Alaris GP #891,Medtronic,Alaris,2003-08-30,7,2
PRK319,Infusion Pump,6,1,0,2,1,1,3057.95,0,2,2522.28,USA,Sigma Spectrum #862,Baxter Healthcare Corp,Sigma,2001-08-16,47,2
PRK350,Physiologic Monitoring System,4,1,0,1,1,1,7.51,0,2,23.83,Japan,Life Scope #603,Nihon Kohden Corp,Nihon Kohden,2006-08-11,4,2
PRK358,Infusion Pump,19,1,0,2,1,1,6.18,0,2,27709.81,USA,Sigma Spectrum #731,Baxter Healthcare Corp,Sigma,2005-06-25,12,2
PRK310,Infusion Pump,21,0,1,2,1,1,35.49,0,2,351.13,Germany,Infusomat Space #224,B. Braun Melsungen AG,Infusomat,2002-07-24,7,2
PRK319,Physiologic Monitoring System,10,1,0,1,2,1,5.57,0,2,58.08,Netherlands,IntelliVue #926,Koninklijke Philips N.V.,Philips,2000-10-01,8,2
PRK319,Infusion Pump,6,0,0,2,1,1,24.02,0,2,35.29,USA,Sigma Spectrum #766,Baxter Healthcare Corp,Sigma,2015-11-22,14,3
PRK358,Infusion Pump,7,0,0,2,1,1,951.75,1,2,18.12,Germany,Infusomat Space #158,B. Braun Melsungen AG,Infusomat,2009-12-04,9,2
PRK320,Infusion Pump,4,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #506,Medtronic,Alaris,2010-12-03,,1
PRK358,Infusion Pump,6,1,0,2,2,1,3.11,0,2,119.82,Ireland,Alaris GP #655,Medtronic,Alaris,2019-07-04,45,2
PRK333,Infusion Pump,5,1,0,2,1,1,93.95,0,2,50.66,USA,Sigma Spectrum #112,Baxter Healthcare Corp,Sigma,2012-01-31,20,3
PRK330,Physiologic Monitoring System,20,1,0,1,1,1,0.0,0,1,0.0,Japan,Life Scope #232,Nihon Kohden Corp,Nihon Kohden,2005-03-26,,1
PRK358,Sphygmomanometers,2,1,0,1,1,1,1.88,0,2,22146.68,USA,DS66 #66,Welch Allyn Inc,Welch Allyn,2017-10-25,50,2
PRK330,Infusion Pump,15,1,0,2,1,1,4.8,0,2,133.06,Germany,Infusomat Space #302,B. Braun Melsungen AG,Infusomat,2009-12-17,22,2
PRK342,Sphygmomanometers,4,0,0,1,1,1,60.37,0,1,312.69,Japan,HEM-907 #110,Omron Healthcare Co Ltd,Omron,2018-06-22,33,2
PRK330,Physiologic Monitoring System,13,1,0,1,1,1,6.33,0,2,0.0,Japan,Life Scope #538,Nihon Kohden Corp,Nihon Kohden,1992-11-20,21,2
PRK310,Physiologic Monitoring System,8,1,0,1,1,1,40.39,0,2,42112.31,USA,CARESCAPE #139,GE Healthcare,GE,2008-06-19,40,2
PRK300,Physiologic Monitoring System,15,1,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #382,GE Healthcare,GE,2013-03-20,,1
PRK319,Physiologic Monitoring System,3,0,0,1,1,1,27.67,1,2,1903.47,Netherlands,IntelliVue #247,Koninklijke Philips N.V.,Philips,2009-07-08,10,2
PRK342,Ventilator,5,0,0,3,1,1,124.46,1,2,0.0,Germany,Evita V500 #567,Drager Medical AG & Co KGaA,Evita,2012-12-23,12,2
PRK326,Infusion Pump,7,1,0,2,1,1,141.57,0,2,2035.58,Germany,Infusomat Space #409,B. Braun Melsungen AG,Infusomat,2005-04-14,5,2
PRK330,Infusion Pump,9,1,0,2,1,1,13.09,0,2,14.59,Ireland,Alaris GP #383,Medtronic,Alaris,2017-09-16,22,2
PRK310,Infusion Pump,9,1,0,2,1,1,8.17,1,2,113.84,Germany,Infusomat Space #474,B. Braun Melsungen AG,Infusomat,2004-02-10,28,2
PRK341,Infusion Pump,4,1,0,2,1,1,327.27,1,2,3366.4,Germany,Infusomat Space #752,B. Braun Melsungen AG,Infusomat,2009-05-04,5,3
PRK350,Physiologic Monitoring System,3,1,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #736,GE Healthcare,GE,2005-04-30,,1
PRK341,Infusion Pump,7,0,0,2,1,1,79.53,0,2,33.3,USA,Sigma Spectrum #236,Baxter Healthcare Corp,Sigma,2017-11-19,32,2
PRK360,Infusion Pump,8,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #850,Baxter Healthcare Corp,Sigma,2013-03-28,,1
PRK300,Infusion Pump,7,1,0,2,1,1,0.0,0,2,2359.96,Ireland,Alaris GP #73,Medtronic,Alaris,2021-01-09,18,2
PRK300,Infusion Pump,2,0,0,2,1,1,77.39,0,2,2145.7,Germany,Infusomat Space #563,B. Braun Melsungen AG,Infusomat,2004-12-24,25,2
PRK333,Physiologic Monitoring System,9,1,0,1,1,1,7.31,0,2,0.0,Japan,Life Scope #783,Nihon Kohden Corp,Nihon Kohden,2002-01-04,37,3
PRK319,Physiologic Monitoring System,12,1,0,1,2,1,110.07,0,2,9.52,Netherlands,IntelliVue #765,Koninklijke Philips N.V.,Philips,2018-12-28,13,2
PRK342,Infusion Pump,10,0,0,2,1,1,9.0,1,2,1066.03,Germany,Infusomat Space #893,B. Braun Melsungen AG,Infusomat,2014-11-29,26,2
PRK350,Infusion Pump,8,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #363,B. Braun Melsungen AG,Infusomat,2004-04-09,,1
PRK310,Infusion Pump,10,0,0,2,1,1,164.43,1,2,2389.32,USA,Sigma Spectrum #822,Baxter Healthcare Corp,Sigma,2012-08-08,27,2
PRK358,Infusion Pump,5,1,1,2,1,1,90.74,1,1,0.0,Ireland,Alaris GP #902,Medtronic,Alaris,1996-01-03,42,2
PRK300,Physiologic Monitoring System,19,1,0,1,1,1,0.0,1,2,189.01,USA,CARESCAPE #447,GE Healthcare,GE,2013-08-19,7,2
PRK342,Physiologic Monitoring System,6,0,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #523,Koninklijke Philips N.V.,Philips,2007-01-01,,1
PRK326,Infusion Pump,12,1,2,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #444,Baxter Healthcare Corp,Sigma,2015-01-06,,1
PRK341,Infusion Pump,7,1,0,2,1,1,162.2,0,2,1306.55,Ireland,Alaris GP #337,Medtronic,Alaris,2015-06-01,26,2
PRK310,Sphygmomanometers,16,1,0,1,1,1,16.39,1,2,77.8,Japan,HEM-907 #309,Omron Healthcare Co Ltd,Omron,1999-08-11,13,2
PRK358,Physiologic Monitoring System,6,1,0,1,1,1,1.74,0,2,0.0,USA,CARESCAPE #207,GE Healthcare,GE,2010-03-08,37,2
PRK358,Infusion Pump,16,1,0,2,1,1,875.22,0,2,735.62,Ireland,Alaris GP #467,Medtronic,Alaris,2018-02-25,16,2
PRK333,Infusion Pump,20,1,2,2,2,1,154.85,0,2,0.0,Germany,Infusomat Space #958,B. Braun Melsungen AG,Infusomat,2000-10-15,9,2
PRK333,Infusion Pump,4,0,0,2,1,1,26.97,0,2,7616.35,USA,Sigma Spectrum #35,Baxter Healthcare Corp,Sigma,2007-04-08,38,3
PRK341,Sphygmomanometers,15,1,0,1,1,1,1880.4,0,2,4172.23,USA,DS66 #146,Welch Allyn Inc,Welch Allyn,2007-12-11,11,3
PRK341,Infusion Pump,23,1,0,2,1,1,52.8,0,2,2573.8,USA,Sigma Spectrum #669,Baxter Healthcare Corp,Sigma,2016-08-12,14,2
PRK340,Infusion Pump,11,0,0,2,1,1,481.5,0,1,1175.84,Germany,Infusomat Space #747,B. Braun Melsungen AG,Infusomat,2016-04-28,33,3
PRK341,Radiographic System,18,1,0,1,1,1,0.0,0,2,0.0,Germany,Somatom #702,Siemens Healthineers,Siemens,2013-10-24,,1
PRK358,Physiologic Monitoring System,21,1,1,1,2,1,0.0,0,2,0.0,Netherlands,IntelliVue #260,Koninklijke Philips N.V.,Philips,2019-03-20,,1
PRK341,Infusion Pump,16,1,0,2,1,1,32.29,0,2,264.13,Ireland,Alaris GP #817,Medtronic,Alaris,2017-10-01,4,3
PRK312,Infusion Pump,5,0,0,2,1,1,9.24,0,2,6.97,USA,Sigma Spectrum #2,Baxter Healthcare Corp,Sigma,2003-04-15,13,2
PRK358,Infusion Pump,12,1,0,2,1,1,11.11,0,2,1276.78,Germany,Infusomat Space #645,B. Braun Melsungen AG,Infusomat,2015-05-09,32,2
PRK319,Physiologic Monitoring System,13,1,0,1,1,1,71.33,0,2,552.08,USA,CARESCAPE #974,GE Healthcare,GE,2008-12-17,3,2
PRK312,Infusion Pump,2,0,0,2,1,1,0.0,0,1,0.0,Ireland,Alaris GP #178,Medtronic,Alaris,2017-01-04,,1
PRK360,Sphygmomanometers,8,1,0,1,1,1,38.36,1,2,0.0,USA,DS66 #985,Welch Allyn Inc,Welch Allyn,2010-05-09,20,2
PRK319,Sphygmomanometers,10,1,0,1,1,1,0.0,0,2,0.0,USA,DS66 #857,Welch Allyn Inc,Welch Allyn,2006-04-26,,1
PRK310,Physiologic Monitoring System,12,1,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #287,GE Healthcare,GE,2015-03-06,,1
PRK340,Physiologic Monitoring System,4,0,0,1,1,1,5.81,0,2,48.6,USA,CARESCAPE #375,GE Healthcare,GE,2007-06-06,16,2
PRK358,Infusion Pump,7,1,0,2,1,1,60.15,0,2,12446.29,Germany,Infusomat Space #258,B. Braun Melsungen AG,Infusomat,2003-06-10,5,2
PRK300,Infusion Pump,10,1,0,2,1,1,24.25,0,2,62.38,Germany,Infusomat Space #639,B. Braun Melsungen AG,Infusomat,2014-12-28,13,2
PRK333,Physiologic Monitoring System,6,1,0,1,2,1,21.01,1,2,51741.26,Japan,Life Scope #796,Nihon Kohden Corp,Nihon Kohden,2014-03-13,9,2
PRK300,Infusion Pump,1,1,0,2,1,1,1.08,0,2,72.23,Ireland,Alaris GP #214,Medtronic,Alaris,2016-02-02,56,2
PRK330,Infusion Pump,19,1,0,2,1,1,50.77,0,1,1358.02,USA,Sigma Spectrum #680,Baxter Healthcare Corp,Sigma,2020-07-19,5,2
PRK320,Infusion Pump,29,0,0,2,1,1,18.08,0,2,2150.53,Germany,Infusomat Space #409,B. Braun Melsungen AG,Infusomat,2004-01-30,6,2
PRK311,Infusion Pump,11,0,0,2,1,1,89.86,0,2,4854.2,Ireland,Alaris GP #216,Medtronic,Alaris,2012-11-16,31,2
PRK358,Infusion Pump,11,1,2,2,1,1,13789.24,1,2,56.44,USA,Sigma Spectrum #628,Baxter Healthcare Corp,Sigma,2017-11-21,42,2
PRK341,Physiologic Monitoring System,8,1,0,1,1,1,74.48,1,1,43.31,USA,CARESCAPE #455,GE Healthcare,GE,2002-01-22,42,2
PRK358,Ventilator,3,0,0,3,2,1,126.12,0,1,228.03,USA,Carestation 650 #655,Datex-Ohmeda Inc,Carestation,2006-11-04,14,2
PRK358,Physiologic Monitoring System,2,1,0,1,1,1,13.33,0,2,3273.88,Netherlands,IntelliVue #645,Koninklijke Philips N.V.,Philips,2007-04-02,58,2
PRK358,Ventilator,18,1,0,3,1,1,74.67,0,2,0.0,Germany,Evita V500 #304,Drager Medical AG & Co KGaA,Evita,2012-12-04,20,2
PRK342,Infusion Pump,27,1,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #326,B. Braun Melsungen AG,Infusomat,2003-07-06,,1
PRK319,Ventilator,12,1,0,3,1,1,12.34,0,2,97.74,USA,Smartvent 7900 #596,Datex-Ohmeda Inc,Smartvent,2010-05-07,12,2
PRK358,Infusion Pump,6,1,0,2,2,1,10.6,0,2,371.45,Ireland,Alaris GP #113,Medtronic,Alaris,2015-09-05,27,2
PRK333,Infusion Pump,7,1,0,2,1,1,128.21,1,2,557.34,USA,Sigma Spectrum #4,Baxter Healthcare Corp,Sigma,2010-09-14,46,2
PRK319,Sphygmomanometers,13,0,0,1,1,1,16.26,1,2,494.7,USA,DS66 #85,Welch Allyn Inc,Welch Allyn,2009-12-05,18,2
PRK326,Infusion Pump,18,1,0,2,1,1,10.01,0,2,2574.46,Ireland,Alaris GP #593,Medtronic,Alaris,2016-01-07,8,2
PRK319,Infusion Pump,8,1,0,2,1,1,585.91,0,2,11483.36,Germany,Infusomat Space #722,B. Braun Melsungen AG,Infusomat,2012-05-21,42,2
PRK333,Infusion Pump,7,1,0,2,1,1,856.35,0,2,172.54,USA,Sigma Spectrum #906,Baxter Healthcare Corp,Sigma,2012-09-27,47,2
